Zustand Uhrzeit: 10:00:00: STR 30 | EIN 0 | BAU 0 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:55:58: STR 0 | EIN 0 | BAU 0 | PAR 11 [STA 0] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:06:08: STR 0 | EIN 0 | BAU 0 | PAR 10 [STA 0] | AUS 3 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:04:20: STR 0 | EIN 0 | BAU 0 | PAR 9 [STA 0] | AUS 4 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:21: STR 0 | EIN 0 | BAU 1 | PAR 9 [STA 0] | AUS 3 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:22: STR 0 | EIN 0 | BAU 2 | PAR 9 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:23: STR 0 | EIN 0 | BAU 3 | PAR 9 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:24: STR 0 | EIN 0 | BAU 4 | PAR 9 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:41: STR 0 | EIN 0 | BAU 3 | PAR 9 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:42: STR 0 | EIN 0 | BAU 2 | PAR 9 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:43: STR 0 | EIN 0 | BAU 1 | PAR 9 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:44: STR 0 | EIN 0 | BAU 0 | PAR 9 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:17:56: STR 0 | EIN 0 | BAU 0 | PAR 8 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:08:31: STR 0 | EIN 0 | BAU 1 | PAR 7 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:44: STR 0 | EIN 0 | BAU 2 | PAR 6 [STA 0] | AUS 3 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:45: STR 0 | EIN 0 | BAU 3 | PAR 6 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:46: STR 0 | EIN 0 | BAU 4 | PAR 6 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:47: STR 0 | EIN 0 | BAU 5 | PAR 6 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:08:51: STR 0 | EIN 0 | BAU 4 | PAR 6 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:04: STR 0 | EIN 0 | BAU 3 | PAR 6 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:05: STR 0 | EIN 0 | BAU 2 | PAR 6 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:06: STR 0 | EIN 0 | BAU 1 | PAR 6 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:07: STR 0 | EIN 0 | BAU 0 | PAR 6 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:09:51: STR 0 | EIN 0 | BAU 0 | PAR 5 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:09:52: STR 0 | EIN 0 | BAU 1 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:10:12: STR 0 | EIN 0 | BAU 0 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:19:43: STR 0 | EIN 0 | BAU 0 | PAR 4 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:32: STR 0 | EIN 0 | BAU 1 | PAR 3 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:33: STR 0 | EIN 0 | BAU 2 | PAR 3 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:34: STR 0 | EIN 0 | BAU 3 | PAR 3 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:52: STR 0 | EIN 0 | BAU 2 | PAR 3 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:53: STR 0 | EIN 0 | BAU 1 | PAR 3 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:05:54: STR 0 | EIN 0 | BAU 0 | PAR 3 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:16:35: STR 0 | EIN 0 | BAU 0 | PAR 2 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:16:36: STR 0 | EIN 0 | BAU 1 | PAR 2 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:16:56: STR 0 | EIN 0 | BAU 0 | PAR 2 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:21:49: STR 0 | EIN 0 | BAU 0 | PAR 1 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:18:19: STR 0 | EIN 0 | BAU 1 | PAR 0 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:18:20: STR 0 | EIN 0 | BAU 2 | PAR 0 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:18:21: STR 0 | EIN 0 | BAU 3 | PAR 0 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:18:39: STR 0 | EIN 0 | BAU 2 | PAR 0 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:18:40: STR 0 | EIN 0 | BAU 1 | PAR 0 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:18:41: STR 0 | EIN 0 | BAU 0 | PAR 0 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:00:00: STR 30 | EIN 0 | BAU 0 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:00:01: STR 29 | EIN 1 | BAU 0 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:00:02: STR 29 | EIN 0 | BAU 1 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:00:22: STR 29 | EIN 0 | BAU 0 | PAR 1 [STA 29] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:01:43: STR 28 | EIN 1 | BAU 0 | PAR 1 [STA 29] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:01:44: STR 28 | EIN 0 | BAU 1 | PAR 1 [STA 29] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:02:04: STR 28 | EIN 0 | BAU 0 | PAR 2 [STA 28] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:07: STR 27 | EIN 1 | BAU 0 | PAR 2 [STA 28] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:08: STR 27 | EIN 0 | BAU 1 | PAR 2 [STA 28] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:28: STR 27 | EIN 0 | BAU 0 | PAR 3 [STA 27] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:06:03: STR 26 | EIN 1 | BAU 0 | PAR 3 [STA 27] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:06:04: STR 26 | EIN 0 | BAU 1 | PAR 3 [STA 27] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:06:24: STR 26 | EIN 0 | BAU 0 | PAR 4 [STA 26] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:06:40: STR 25 | EIN 1 | BAU 0 | PAR 4 [STA 26] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:06:41: STR 25 | EIN 0 | BAU 1 | PAR 4 [STA 26] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:07:01: STR 25 | EIN 0 | BAU 0 | PAR 5 [STA 25] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:07:32: STR 25 | EIN 0 | BAU 0 | PAR 4 [STA 25] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:07:38: STR 24 | EIN 1 | BAU 0 | PAR 4 [STA 25] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:07:48: STR 24 | EIN 1 | BAU 0 | PAR 4 [STA 25] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:07:49: STR 24 | EIN 1 | BAU 1 | PAR 4 [STA 25] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:08:09: STR 24 | EIN 1 | BAU 0 | PAR 4 [STA 25] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:08:19: STR 24 | EIN 1 | BAU 0 | PAR 4 [STA 25] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:08:20: STR 24 | EIN 0 | BAU 1 | PAR 4 [STA 25] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:08:40: STR 24 | EIN 0 | BAU 0 | PAR 5 [STA 24] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:10:02: STR 24 | EIN 0 | BAU 0 | PAR 4 [STA 24] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:10:21: STR 23 | EIN 1 | BAU 0 | PAR 4 [STA 24] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:10:31: STR 23 | EIN 1 | BAU 0 | PAR 4 [STA 24] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:10:32: STR 23 | EIN 1 | BAU 1 | PAR 4 [STA 24] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:10:52: STR 23 | EIN 1 | BAU 0 | PAR 4 [STA 24] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:11:02: STR 23 | EIN 1 | BAU 0 | PAR 4 [STA 24] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:11:03: STR 23 | EIN 0 | BAU 1 | PAR 4 [STA 24] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:11:23: STR 23 | EIN 0 | BAU 0 | PAR 5 [STA 23] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:13:24: STR 22 | EIN 1 | BAU 0 | PAR 5 [STA 23] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:13:25: STR 22 | EIN 0 | BAU 1 | PAR 5 [STA 23] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:13:45: STR 22 | EIN 0 | BAU 0 | PAR 6 [STA 22] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:15:20: STR 21 | EIN 1 | BAU 0 | PAR 6 [STA 22] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:15:21: STR 21 | EIN 0 | BAU 1 | PAR 6 [STA 22] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:15:28: STR 20 | EIN 1 | BAU 1 | PAR 6 [STA 22] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:15:41: STR 20 | EIN 1 | BAU 0 | PAR 7 [STA 21] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:15:42: STR 20 | EIN 0 | BAU 1 | PAR 7 [STA 21] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:16:02: STR 20 | EIN 0 | BAU 0 | PAR 8 [STA 20] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:16:07: STR 19 | EIN 1 | BAU 0 | PAR 8 [STA 20] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:16:08: STR 18 | EIN 1 | BAU 1 | PAR 8 [STA 20] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:16:09: STR 18 | EIN 0 | BAU 2 | PAR 8 [STA 20] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:16:28: STR 18 | EIN 0 | BAU 1 | PAR 9 [STA 19] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:16:29: STR 18 | EIN 0 | BAU 0 | PAR 10 [STA 18] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:16:52: STR 18 | EIN 0 | BAU 0 | PAR 9 [STA 18] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:17:38: STR 18 | EIN 0 | BAU 0 | PAR 8 [STA 18] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:17:48: STR 18 | EIN 0 | BAU 0 | PAR 8 [STA 18] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:17:49: STR 18 | EIN 0 | BAU 1 | PAR 8 [STA 18] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:17:50: STR 18 | EIN 0 | BAU 2 | PAR 8 [STA 18] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:18:09: STR 18 | EIN 0 | BAU 1 | PAR 8 [STA 18] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:18:10: STR 18 | EIN 0 | BAU 0 | PAR 8 [STA 18] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:18:42: STR 17 | EIN 1 | BAU 0 | PAR 8 [STA 18] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:23:48: STR 16 | EIN 2 | BAU 0 | PAR 8 [STA 18] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:23:56: STR 15 | EIN 3 | BAU 0 | PAR 8 [STA 18] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:23:57: STR 15 | EIN 2 | BAU 1 | PAR 8 [STA 18] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:23:58: STR 15 | EIN 1 | BAU 2 | PAR 8 [STA 18] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:23:59: STR 15 | EIN 0 | BAU 3 | PAR 8 [STA 18] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:24:17: STR 15 | EIN 0 | BAU 2 | PAR 9 [STA 17] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:24:18: STR 15 | EIN 0 | BAU 1 | PAR 10 [STA 16] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:24:19: STR 15 | EIN 0 | BAU 0 | PAR 11 [STA 15] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:26:23: STR 15 | EIN 0 | BAU 0 | PAR 10 [STA 15] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:23:24: STR 15 | EIN 0 | BAU 0 | PAR 9 [STA 15] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:14:52: STR 15 | EIN 0 | BAU 0 | PAR 8 [STA 15] | AUS 3 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:26:40: STR 15 | EIN 0 | BAU 0 | PAR 7 [STA 15] | AUS 4 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:21:55: STR 15 | EIN 0 | BAU 0 | PAR 6 [STA 15] | AUS 5 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:21:56: STR 15 | EIN 0 | BAU 1 | PAR 6 [STA 15] | AUS 4 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:21:57: STR 15 | EIN 0 | BAU 2 | PAR 6 [STA 15] | AUS 3 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:21:58: STR 15 | EIN 0 | BAU 3 | PAR 6 [STA 15] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:21:59: STR 15 | EIN 0 | BAU 4 | PAR 6 [STA 15] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:22:00: STR 15 | EIN 0 | BAU 5 | PAR 6 [STA 15] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:22:16: STR 15 | EIN 0 | BAU 4 | PAR 6 [STA 15] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:22:17: STR 15 | EIN 0 | BAU 3 | PAR 6 [STA 15] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:22:18: STR 15 | EIN 0 | BAU 2 | PAR 6 [STA 15] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:22:19: STR 15 | EIN 0 | BAU 1 | PAR 6 [STA 15] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:22:20: STR 15 | EIN 0 | BAU 0 | PAR 6 [STA 15] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:27:38: STR 14 | EIN 1 | BAU 0 | PAR 6 [STA 15] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:29:37: STR 13 | EIN 2 | BAU 0 | PAR 6 [STA 15] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:29:47: STR 13 | EIN 2 | BAU 0 | PAR 6 [STA 15] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:29:48: STR 13 | EIN 1 | BAU 1 | PAR 6 [STA 15] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:29:49: STR 13 | EIN 0 | BAU 2 | PAR 6 [STA 15] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:30:08: STR 13 | EIN 0 | BAU 1 | PAR 7 [STA 14] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:30:09: STR 13 | EIN 0 | BAU 0 | PAR 8 [STA 13] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:30:48: STR 12 | EIN 1 | BAU 0 | PAR 8 [STA 13] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:30:49: STR 12 | EIN 0 | BAU 1 | PAR 8 [STA 13] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:31:09: STR 12 | EIN 0 | BAU 0 | PAR 9 [STA 12] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:33:26: STR 11 | EIN 1 | BAU 0 | PAR 9 [STA 12] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:33:27: STR 11 | EIN 0 | BAU 1 | PAR 9 [STA 12] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:33:47: STR 11 | EIN 0 | BAU 0 | PAR 10 [STA 11] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:33:57: STR 10 | EIN 1 | BAU 0 | PAR 10 [STA 11] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:33:58: STR 10 | EIN 0 | BAU 1 | PAR 10 [STA 11] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:34:18: STR 10 | EIN 0 | BAU 0 | PAR 11 [STA 10] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:36:45: STR 10 | EIN 0 | BAU 0 | PAR 10 [STA 10] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:24:32: STR 10 | EIN 0 | BAU 0 | PAR 9 [STA 10] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:35:16: STR 10 | EIN 0 | BAU 0 | PAR 8 [STA 10] | AUS 3 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:35:26: STR 10 | EIN 0 | BAU 0 | PAR 8 [STA 10] | AUS 3 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:35:27: STR 10 | EIN 0 | BAU 1 | PAR 8 [STA 10] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:35:28: STR 10 | EIN 0 | BAU 2 | PAR 8 [STA 10] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:35:29: STR 10 | EIN 0 | BAU 3 | PAR 8 [STA 10] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:35:47: STR 10 | EIN 0 | BAU 2 | PAR 8 [STA 10] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:35:48: STR 10 | EIN 0 | BAU 1 | PAR 8 [STA 10] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:35:49: STR 10 | EIN 0 | BAU 0 | PAR 8 [STA 10] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:37:46: STR 9 | EIN 1 | BAU 0 | PAR 8 [STA 10] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:38:59: STR 8 | EIN 2 | BAU 0 | PAR 8 [STA 10] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:39:09: STR 8 | EIN 2 | BAU 0 | PAR 8 [STA 10] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:39:10: STR 8 | EIN 1 | BAU 1 | PAR 8 [STA 10] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:39:11: STR 8 | EIN 0 | BAU 2 | PAR 8 [STA 10] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:39:30: STR 8 | EIN 0 | BAU 1 | PAR 9 [STA 9] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:39:31: STR 8 | EIN 0 | BAU 0 | PAR 10 [STA 8] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:41:24: STR 7 | EIN 1 | BAU 0 | PAR 10 [STA 8] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:41:25: STR 7 | EIN 0 | BAU 1 | PAR 10 [STA 8] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:41:45: STR 7 | EIN 0 | BAU 0 | PAR 11 [STA 7] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:43:10: STR 6 | EIN 1 | BAU 0 | PAR 11 [STA 7] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
